SNR_dB, BER_my, BER_matlab, EVM_my, EVM_matlab
0.000000, 0.163086, 0.163086, 0.992447, 0.992447
0.500000, 0.150391, 0.150391, 0.950313, 0.950313
1.000000, 0.133301, 0.133301, 0.894082, 0.894082
1.500000, 0.134277, 0.134277, 0.843688, 0.843688
2.000000, 0.111328, 0.111328, 0.803508, 0.803508
2.500000, 0.090332, 0.090332, 0.732379, 0.732379
3.000000, 0.082031, 0.082031, 0.701954, 0.701954
3.500000, 0.061035, 0.061035, 0.678533, 0.678533
4.000000, 0.053711, 0.053711, 0.642007, 0.642007
4.500000, 0.047852, 0.047852, 0.608991, 0.608991
5.000000, 0.037598, 0.037598, 0.568691, 0.568691
5.500000, 0.026855, 0.026855, 0.529045, 0.529045
6.000000, 0.017578, 0.017578, 0.495272, 0.495272
6.500000, 0.019043, 0.019043, 0.473057, 0.473057
7.000000, 0.015137, 0.015137, 0.447644, 0.447644
7.500000, 0.011719, 0.011719, 0.426118, 0.426118
8.000000, 0.005371, 0.005371, 0.392412, 0.392412
8.500000, 0.003906, 0.003906, 0.375312, 0.375312
9.000000, 0.002441, 0.002441, 0.347534, 0.347534
9.500000, 0.002930, 0.002930, 0.346358, 0.346358
10.000000, 0.000000, 0.000000, 0.317926, 0.317926
10.500000, 0.000000, 0.000000, 0.296968, 0.296968
11.000000, 0.000000, 0.000000, 0.275779, 0.275779
11.500000, 0.000000, 0.000000, 0.266497, 0.266497
12.000000, 0.000000, 0.000000, 0.251780, 0.251780
12.500000, 0.000000, 0.000000, 0.233177, 0.233177
13.000000, 0.000000, 0.000000, 0.224394, 0.224394
13.500000, 0.000000, 0.000000, 0.209246, 0.209246
14.000000, 0.000000, 0.000000, 0.200660, 0.200660
14.500000, 0.000000, 0.000000, 0.189773, 0.189773
15.000000, 0.000000, 0.000000, 0.178235, 0.178235
15.500000, 0.000000, 0.000000, 0.170778, 0.170778
16.000000, 0.000000, 0.000000, 0.160025, 0.160025
16.500000, 0.000000, 0.000000, 0.148425, 0.148425
17.000000, 0.000000, 0.000000, 0.140412, 0.140412
17.500000, 0.000000, 0.000000, 0.135651, 0.135651
18.000000, 0.000000, 0.000000, 0.127753, 0.127753
18.500000, 0.000000, 0.000000, 0.122079, 0.122079
19.000000, 0.000000, 0.000000, 0.112405, 0.112405
19.500000, 0.000000, 0.000000, 0.105941, 0.105941
20.000000, 0.000000, 0.000000, 0.098837, 0.098837
20.500000, 0.000000, 0.000000, 0.092676, 0.092676
21.000000, 0.000000, 0.000000, 0.087823, 0.087823
21.500000, 0.000000, 0.000000, 0.084815, 0.084815
22.000000, 0.000000, 0.000000, 0.080028, 0.080028
22.500000, 0.000000, 0.000000, 0.075039, 0.075039
23.000000, 0.000000, 0.000000, 0.069887, 0.069887
23.500000, 0.000000, 0.000000, 0.067850, 0.067850
24.000000, 0.000000, 0.000000, 0.064110, 0.064110
24.500000, 0.000000, 0.000000, 0.059098, 0.059098
25.000000, 0.000000, 0.000000, 0.058117, 0.058117
